id	past	root	futureType	triliteral	transitive
12560	دَحَزَ	دحز	فتحة	1	1
12561	دَحَسَ	دحس	فتحة	1	1
12562	دَحَصَ	دحص	فتحة	1	1
12563	دَحَضَ	دحض	فتحة	1	1
12564	دَحَقَ	دحق	فتحة	1	1
12565	دَحَلَ	دحل	فتحة	1	1
12566	دَحِلَ	دحل	فتحة	1	0
12567	دَحَمَ	دحم	فتحة	1	1
12568	دَحِنَ	دحن	فتحة	1	0
12569	دَحَا	دحو	ضمة	1	1
12570	دَحَا	دحو	فتحة	1	1
12571	دَحَى	دحي	فتحة	1	1
12572	دَخَّ	دخخ	ضمة	1	1
12573	دَخَّ	دخخ	فتحة	1	0
12574	دَخَرَ	دخر	فتحة	1	0
12575	دَخِرَ	دخر	فتحة	1	0
12576	دَخَسَ	دخس	ضمة	1	1
12577	دَخَسَ	دخس	فتحة	1	1
12578	دَخِسَ	دخس	فتحة	1	0
12579	دَخِشَ	دخش	فتحة	1	0
12580	دَخَصَ	دخص	فتحة	1	0
12581	دَخَضَ	دخض	فتحة	1	0
12582	دَخَلَ	دخل	ضمة	1	1
12583	دَخِلَ	دخل	فتحة	1	0
12584	دَخَمَ	دخم	فتحة	1	1
12585	دَخَنَ	دخن	ضمة	1	0
12586	دَخَنَ	دخن	كسرة	1	0
12587	دَخَنَ	دخن	فتحة	1	0
12588	دَخِنَ	دخن	فتحة	1	0
12589	دَخُنَ	دخن	ضمة	1	0
12590	دَرَأَ	درء	فتحة	1	1
12591	دَرِبَ	درب	فتحة	1	0
12592	دَرَجَ	درج	ضمة	1	1
12593	دَرِجَ	درج	فتحة	1	0
12594	دَرَحَ	درح	فتحة	1	1
12595	دَرِحَ	درح	فتحة	1	0
12596	دَرِدَ	درد	فتحة	1	0
12597	دَرَّ	درر	ضمة	1	0
12598	دَرَّ	درر	كسرة	1	0
12599	دَرَّ	درر	فتحة	1	0
12600	دَرَزَ	درز	ضمة	1	1
12601	دَرِزَ	درز	فتحة	1	0
12602	دَرَسَ	درس	ضمة	1	1
12603	دَرَسَ	درس	ضمة	1	1
12604	دَرَسَ	درس	ضمة	1	1
12605	دَرَسَ	درس	كسرة	1	1
12606	دَرَسَ	درس	كسرة	1	1
12607	دَرَسَ	درس	كسرة	1	1
12608	دَرُسَ	درس	ضمة	1	0
12609	دَرِصَ	درص	فتحة	1	0
12610	دَرَعَ	درع	فتحة	1	1
12611	دَرِعَ	درع	فتحة	1	0
12612	دَرَمَ	درم	كسرة	1	0
12613	دَرِمَ	درم	فتحة	1	0
12614	دَرِنَ	درن	فتحة	1	0
12615	دَرَهَ	دره	فتحة	1	0
12616	دَرَى	دري	كسرة	1	1
12617	دَزَرَ	دزر	ضمة	1	1
12618	دَسَرَ	دسر	ضمة	1	1
12619	دَسَّ	دسس	ضمة	1	1
12620	دَسَعَ	دسع	فتحة	1	1
12621	دَسِقَ	دسق	فتحة	1	0
12622	دَسَمَ	دسم	ضمة	1	1
12623	دَسَمَ	دسم	كسرة	1	1
12624	دَسِمَ	دسم	فتحة	1	0
12625	دَسَا	دسو	ضمة	1	0
12626	دَشَّ	دشش	ضمة	1	1
12627	دَشَا	دشو	ضمة	1	0
12628	دَصَقَ	دصق	ضمة	1	1
12629	دَظَّ	دظظ	ضمة	1	1
12630	دَعِبَ	دعب	فتحة	1	0
12631	دَعَتَ	دعت	فتحة	1	1
12632	دَعَثَ	دعث	فتحة	1	1
12633	دَعِثَ	دعث	فتحة	1	0
12634	دَعِجَ	دعج	فتحة	1	0
12635	دَعَرَ	دعر	فتحة	1	0
12636	دَعِرَ	دعر	فتحة	1	0
12637	دَعَزَ	دعز	فتحة	1	1
12638	دَعَسَ	دعس	فتحة	1	1
12639	دَعَصَ	دعص	فتحة	1	1
12640	دَعَظَ	دعظ	فتحة	1	1
12641	دَعَّ	دعع	ضمة	1	1
12642	دَعَقَ	دعق	فتحة	1	1
12643	دَعَكَ	دعك	فتحة	1	1
12644	دَعِكَ	دعك	فتحة	1	0
12645	دَعَلَ	دعل	ضمة	1	1
12646	دَعَمَ	دعم	فتحة	1	1
12647	دَعَنَ	دعن	فتحة	1	0
12648	دَعَا	دعو	ضمة	1	1
12649	دَغَتَ	دغت	فتحة	1	1
12650	دَغَرَ	دغر	فتحة	1	1
12651	دَغِرَ	دغر	فتحة	1	0
12652	دَغَشَ	دغش	فتحة	1	0
12653	دَغِصَ	دغص	فتحة	1	0
12654	دَغَفَ	دغف	فتحة	1	1
12655	دَغَلَ	دغل	فتحة	1	0
12656	دَغَمَ	دغم	فتحة	1	1
12657	دَغِمَ	دغم	فتحة	1	1
12658	دَغَنَ	دغن	فتحة	1	0
12659	دَفِئَ	دفء	فتحة	1	0
12660	دَفُؤَ	دفء	ضمة	1	0
12661	دَفَرَ	دفر	ضمة	1	1
12662	دَفِرَ	دفر	فتحة	1	0
12663	دَفَعَ	دفع	فتحة	1	1
12664	دَفَّ	دفف	ضمة	1	1
12665	دَفَّ	دفف	كسرة	1	1
12666	دَفَقَ	دفق	ضمة	1	1
12667	دَفَقَ	دفق	كسرة	1	1
12668	دَفِقَ	دفق	فتحة	1	0
12669	دَفَنَ	دفن	كسرة	1	1
12670	دَفَا	دفو	ضمة	1	1
12671	دَفِيَ	دفو	فتحة	1	0
12672	دَقِرَ	دقر	فتحة	1	0
12673	دَقَسَ	دقس	ضمة	1	1
12674	دَقِعَ	دقع	فتحة	1	0
12675	دَقَّ	دقق	ضمة	1	1
12676	دَقَّ	دقق	كسرة	1	0
12677	دَقَلَ	دقل	ضمة	1	1
12678	دَقَمَ	دقم	ضمة	1	1
12679	دَقَمَ	دقم	كسرة	1	1
12680	دَقِمَ	دقم	فتحة	1	0
12681	دَقَنَ	دقن	ضمة	1	0
12682	دَقِيَ	دقي	فتحة	1	0
12683	دَكَأَ	دكء	فتحة	1	1
12684	دَكَسَ	دكس	ضمة	1	1
12685	دَكِسَ	دكس	فتحة	1	0
12686	دَكَعَ	دكع	فتحة	1	0
12687	دَكَّ	دكك	ضمة	1	1
12688	دَكَلَ	دكل	ضمة	1	1
12689	دَكَلَ	دكل	كسرة	1	1
12690	دَكَمَ	دكم	ضمة	1	1
12691	دَكَنَ	دكن	ضمة	1	1
12692	دَكِنَ	دكن	فتحة	1	0
12693	دَلَثَ	دلث	كسرة	1	0
12694	دَلَجَ	دلج	ضمة	1	0
12695	دَلَجَ	دلج	كسرة	1	0
12696	دَلَحَ	دلح	فتحة	1	1
12697	دَلِخَ	دلخ	فتحة	1	0
12698	دَلَصَ	دلص	ضمة	1	1
12699	دَلِصَ	دلص	فتحة	1	0
12700	دَلَظَ	دلظ	كسرة	1	1
12701	دَلَعَ	دلع	فتحة	1	1
12702	دَلَغَ	دلغ	فتحة	1	1
12703	دَلَقَ	دلق	ضمة	1	1
12704	دَلَكَ	دلك	ضمة	1	1
12705	دَلَّ	دلل	ضمة	1	1
12706	دَلَّ	دلل	كسرة	1	0
12707	دَلَّ	دلل	فتحة	1	0
12708	دَلِمَ	دلم	فتحة	1	0
12709	دَلَهَ	دله	فتحة	1	0
12710	دَلِهَ	دله	فتحة	1	0
12711	دَلَا	دلو	ضمة	1	1
12712	دَمِثَ	دمث	فتحة	1	0
12713	دَمُثَ	دمث	ضمة	1	0
12714	دَمَجَ	دمج	ضمة	1	1
12715	دَمَخَ	دمخ	فتحة	1	1
12716	دَمَسَ	دمس	ضمة	1	1
12717	دَمَسَ	دمس	كسرة	1	1
12718	دَمِسَ	دمس	فتحة	1	0
12719	دَمِشَ	دمش	فتحة	1	0
12720	دَمَصَ	دمص	ضمة	1	1
12721	دَمِصَ	دمص	فتحة	1	0
12722	دَمَعَ	دمع	فتحة	1	1
12723	دَمِعَ	دمع	فتحة	1	0
12724	دَمَغَ	دمغ	ضمة	1	1
12725	دَمَغَ	دمغ	فتحة	1	1
12726	دَمَقَ	دمق	ضمة	1	1
12727	دَمَقَ	دمق	كسرة	1	1
12728	دَمَكَ	دمك	ضمة	1	1
12729	دَمَلَ	دمل	ضمة	1	1
12730	دَمِلَ	دمل	فتحة	1	0
12731	دَمَّ	دمم	ضمة	1	1
12732	دَمَّ	دمم	كسرة	1	1
12733	دَمَّ	دمم	فتحة	1	0
12734	دَمَّ	دمم	ضمة	1	0
12735	دَمَنَ	دمن	ضمة	1	1
12736	دَمِنَ	دمن	فتحة	1	0
12737	دَمِهَ	دمه	فتحة	1	0
12738	دَمِيَ	دمي	فتحة	1	0
12739	دَنَأَ	دنء	فتحة	1	0
12740	دَنِئَ	دنء	فتحة	1	0
12741	دَنُؤَ	دنء	ضمة	1	0
12742	دَنَحَ	دنح	فتحة	1	0
12743	دَنَخَ	دنخ	فتحة	1	0
12744	دَنِسَ	دنس	فتحة	1	0
12745	دَنَعَ	دنع	فتحة	1	0
12746	دَنِعَ	دنع	فتحة	1	0
12747	دَنِفَ	دنف	فتحة	1	0
12748	دَنَقَ	دنق	ضمة	1	0
12749	دَنَقَ	دنق	كسرة	1	0
12750	دَنَّ	دنن	كسرة	1	0
12751	دَنَا	دنو	ضمة	1	0
12752	دَنُوَ	دنو	ضمة	1	0
12753	دَهَثَ	دهث	فتحة	1	1
12754	دَهَرَ	دهر	فتحة	1	1
12755	دَهِسَ	دهس	فتحة	1	0
12756	دَهُسَ	دهس	ضمة	1	0
12757	دَهَشَ	دهش	فتحة	1	1
12758	دَهِشَ	دهش	فتحة	1	0
12759	دَهَفَ	دهف	فتحة	1	1
12760	دَهَقَ	دهق	فتحة	1	1
12761	دَهَكَ	دهك	فتحة	1	1
12762	دَهَمَ	دهم	فتحة	1	1
12763	دَهِمَ	دهم	فتحة	1	1
12764	دَهَنَ	دهن	ضمة	1	1
12765	دَهِنَ	دهن	فتحة	1	0
12766	دَهُنَ	دهن	ضمة	1	0
12767	دَهَا	دهو	ضمة	1	1
12768	دَهُوَ	دهو	ضمة	1	0
12769	دَهَى	دهي	كسرة	1	1
12770	دَهَى	دهي	فتحة	1	1
12771	دَوِئَ	دوء	فتحة	1	0
12772	دَاجَ	دوج	ضمة	1	0
12773	دَاحَ	دوح	ضمة	1	0
12774	دَاخَ	دوخ	ضمة	1	1
12775	دَوِدَ	دود	فتحة	1	0
12776	دَارَ	دور	ضمة	1	1
12777	دَاسَ	دوس	ضمة	1	1
12778	دَاشَ	دوش	ضمة	1	0
12779	دَوِشَ	دوش	فتحة	1	0
12780	دَاعَ	دوع	ضمة	1	0
12781	دَاغَ	دوغ	ضمة	1	1
12782	دَافَ	دوف	ضمة	1	1
12783	دَاقَ	دوق	ضمة	1	1
12784	دَالَ	دول	ضمة	1	0
12785	دَامَ	دوم	ضمة	1	0
12786	دَانَ	دون	ضمة	1	0
12787	دَوِيَ	دوي	فتحة	1	0
12788	دَاثَ	ديث	كسرة	1	0
12789	دَاجَ	ديج	كسرة	1	0
12790	دَاخَ	ديخ	كسرة	1	1
12791	دَاصَ	ديص	كسرة	1	0
12792	دَاقَ	ديق	كسرة	1	1
12793	دَانَ	دين	كسرة	1	1
12794	دَانَ	دين	كسرة	1	1
12795	ذَأَبَ	ذءب	فتحة	1	1
12796	ذَئِبَ	ذءب	فتحة	1	0
12797	ذَؤُبَ	ذءب	ضمة	1	0
12798	ذَأَتَ	ذءت	فتحة	1	1
12799	ذَأَجَ	ذءج	فتحة	1	1
12800	ذَئِجَ	ذءج	فتحة	1	1
12801	ذَأَحَ	ذءح	فتحة	1	1
12802	ذَأَرَ	ذءر	فتحة	1	1
12803	ذَئِرَ	ذءر	فتحة	1	1
12804	ذَأَطَ	ذءط	فتحة	1	1
12805	ذَأَفَ	ذءف	فتحة	1	1
12806	ذَأَلَ	ذءل	فتحة	1	1
12807	ذَأَمَ	ذءم	فتحة	1	1
12808	ذَآ	ذءو	ضمة	1	1
12809	ذَأَى	ذءي	فتحة	1	1
12810	ذَبَّ	ذبب	ضمة	1	1
12811	ذَبَّ	ذبب	كسرة	1	0
12812	ذَبَحَ	ذبح	فتحة	1	1
12813	ذَبَرَ	ذبر	ضمة	1	1
12814	ذَبَرَ	ذبر	كسرة	1	1
12815	ذَبِرَ	ذبر	فتحة	1	0
12816	ذَبُلَ	ذبل	ضمة	1	0
12817	ذَجَّ	ذجج	ضمة	1	0
12818	ذَجَلَ	ذجل	ضمة	1	1
12819	ذَحَجَ	ذحج	فتحة	1	1
12820	ذَحَّ	ذحح	ضمة	1	1
12821	ذَحَقَ	ذحق	فتحة	1	0
12822	ذَحَا	ذحو	ضمة	1	1
12823	ذَحَا	ذحو	فتحة	1	1
12824	ذَحَى	ذحي	كسرة	1	1
12825	ذَخَرَ	ذخر	فتحة	1	1
12826	ذَرَأَ	ذرء	فتحة	1	1
12827	ذَرِئَ	ذرء	فتحة	1	0
12828	ذَرَبَ	ذرب	ضمة	1	1
12829	ذَرِبَ	ذرب	فتحة	1	0
12830	ذَرَحَ	ذرح	فتحة	1	1
12831	ذَرَّ	ذرر	ضمة	1	1
12832	ذَرَّ	ذرر	فتحة	1	0
12833	ذَرِزَ	ذرز	فتحة	1	0
12834	ذَرَعَ	ذرع	فتحة	1	1
12835	ذَرِعَ	ذرع	فتحة	1	0
12836	ذَرُعَ	ذرع	ضمة	1	0
12837	ذَرَفَ	ذرف	كسرة	1	1
12838	ذَرِفَ	ذرف	فتحة	1	0
12839	ذَرِقَ	ذرق	فتحة	1	0
12840	ذَرَمَ	ذرم	ضمة	1	0
12841	ذَرَا	ذرو	ضمة	1	1
12842	ذَرَى	ذري	كسرة	1	1
12843	ذَعَتَ	ذعت	فتحة	1	1
12844	ذَعَجَ	ذعج	فتحة	1	1
12845	ذَعَرَ	ذعر	فتحة	1	1
12846	ذَعِرَ	ذعر	فتحة	1	0
12847	ذَعَطَ	ذعط	فتحة	1	1
12848	ذَعَفَ	ذعف	فتحة	1	1
12849	ذَعِفَ	ذعف	فتحة	1	0
12850	ذَعَقَ	ذعق	فتحة	1	1
12851	ذَعِنَ	ذعن	فتحة	1	0
12852	ذَغَّ	ذغغ	ضمة	1	1
12853	ذَفِرَ	ذفر	فتحة	1	0
12854	ذَفَطَ	ذفط	كسرة	1	0
12855	ذَفَّ	ذفف	ضمة	1	0
12856	ذَفَّ	ذفف	ضمة	1	0
12857	ذَفَّ	ذفف	كسرة	1	0
12858	ذَفَّ	ذفف	كسرة	1	0
12859	ذَقَطَ	ذقط	كسرة	1	1
12860	ذَقَنَ	ذقن	ضمة	1	1
12861	ذَقِنَ	ذقن	فتحة	1	0
12862	ذَكَرَ	ذكر	ضمة	1	1
12863	ذَكِرَ	ذكر	فتحة	1	0
12864	ذَكَا	ذكو	ضمة	1	1
12865	ذَكُوَ	ذكو	ضمة	1	0
12866	ذَلَجَ	ذلج	ضمة	1	1
12867	ذَلَغَ	ذلغ	فتحة	1	1
12868	ذَلِغَ	ذلغ	فتحة	1	0
12869	ذَلِفَ	ذلف	فتحة	1	0
12870	ذَلَقَ	ذلق	ضمة	1	1
12871	ذَلِقَ	ذلق	فتحة	1	0
12872	ذَلُقَ	ذلق	ضمة	1	0
12873	ذَلَّ	ذلل	كسرة	1	0
12874	ذَلَى	ذلي	فتحة	1	1
12875	ذَمَأَ	ذمء	فتحة	1	0
12876	ذَمَتَ	ذمت	كسرة	1	0
12877	ذَمَرَ	ذمر	ضمة	1	1
12878	ذَمَطَ	ذمط	كسرة	1	1
12879	ذَمَلَ	ذمل	ضمة	1	0
12880	ذَمَلَ	ذمل	كسرة	1	0
12881	ذَمَّ	ذمم	ضمة	1	1
12882	ذَمَّ	ذمم	كسرة	1	0
12883	ذَمِهَ	ذمه	فتحة	1	0
12884	ذَمَى	ذمي	كسرة	1	1
12885	ذَمِيَ	ذمي	فتحة	1	0
12886	ذَنَبَ	ذنب	ضمة	1	1
12887	ذَنَبَ	ذنب	كسرة	1	1
12888	ذَنَّ	ذنن	كسرة	1	0
12889	ذَنَّ	ذنن	فتحة	1	0
12890	ذَهَبَ	ذهب	فتحة	1	1
12891	ذَهِبَ	ذهب	فتحة	1	0
12892	ذَهِرَ	ذهر	فتحة	1	0
12893	ذَهَلَ	ذهل	فتحة	1	1
12894	ذَهِلَ	ذهل	فتحة	1	1
12895	ذَهَنَ	ذهن	فتحة	1	1
12896	ذَهُنَ	ذهن	ضمة	1	0
12897	ذَهَا	ذهو	ضمة	1	0
12898	ذَابَ	ذوب	ضمة	1	0
12899	ذَاجَ	ذوج	ضمة	1	1
12900	ذَاحَ	ذوح	ضمة	1	1
12901	ذَادَ	ذود	ضمة	1	1
12902	ذَارَ	ذور	ضمة	1	1
12903	ذَاطَ	ذوط	ضمة	1	1
12904	ذَوِطَ	ذوط	فتحة	1	0
12905	ذَافَ	ذوف	ضمة	1	0
12906	ذَاقَ	ذوق	ضمة	1	1
12907	ذَوَى	ذوي	كسرة	1	0
12908	ذَوِيَ	ذوي	فتحة	1	0
12909	ذَاجَ	ذيج	كسرة	1	1
12910	ذَاطَ	ذيط	كسرة	1	0
12911	ذَاعَ	ذيع	كسرة	1	0
12912	ذَالَ	ذيل	كسرة	1	0
12913	ذَامَ	ذيم	كسرة	1	1
12914	ذَانَ	ذين	كسرة	1	1
12915	رَأَبَ	رءب	فتحة	1	1
12916	رَأَدَ	رءد	فتحة	1	0
12917	رَؤُدَ	رءد	ضمة	1	0
12918	رَأَسَ	رءس	فتحة	1	1
12919	رَأَسَ	رءس	فتحة	1	1
12920	رَأَفَ	رءف	فتحة	1	0
12921	رَئِفَ	رءف	فتحة	1	0
12922	رَؤُفَ	رءف	ضمة	1	0
12923	رَأَمَ	رءم	فتحة	1	1
12924	رَئِمَ	رءم	فتحة	1	1
12925	رَأَى	رءي	فتحة	1	1
12926	رَأَى	رءي	فتحة	1	1
12927	رَبَأَ	ربء	فتحة	1	1
12928	رَبَّ	ربب	ضمة	1	1
12929	رَبَتَ	ربت	كسرة	1	1
12930	رَبِتَ	ربت	فتحة	1	0
12931	رَبَثَ	ربث	ضمة	1	1
12932	رَبُجَ	ربج	ضمة	1	0
12933	رَبَخَ	ربخ	فتحة	1	0
12934	رَبِخَ	ربخ	فتحة	1	0
12935	رَبَدَ	ربد	ضمة	1	1
12936	رَبِدَ	ربد	فتحة	1	0
12937	رَبِذَ	ربذ	فتحة	1	0
12938	رَبُزَ	ربز	ضمة	1	0
12939	رَبَسَ	ربس	ضمة	1	1
12940	رَبِشَ	ربش	فتحة	1	0
12941	رَبَصَ	ربص	ضمة	1	1
12942	رَبَضَ	ربض	ضمة	1	1
12943	رَبَضَ	ربض	كسرة	1	1
